"NBa7we src","d4r55","RfnDt","RfnDt 2","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","RfDO5c 2"
"https://lh3.googleusercontent.com/a-/AD_cMMTnf-Wt6vw1FlZIUZumGn7AQjvGzlaBYgtd4olNcfj_g2FR=w36-h36-p-rp-mo-ba3-br100","JEEVA's Little World","· 22 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 months ago","We get good food all idly and medu vada of great taste","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMS7NSzJPnFC00RIBhU8d4cOzVfyMI9etfoMW87ah4q-fA=w36-h36-p-rp-mo-br100","Anandhi Velraj","7 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","9 months ago","I ordered Pongal and idly so good. Sambhar not bad, but chutneys so good especially coconut chutney soo good, package was soo good especially Vazhai elai package Thanks to Rayar mess 🙏 …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRiIrhpchnNvmg5ukV_Tz2Yr1fd3dd_Ifu6DNpVeii0-GON=w36-h36-p-rp-mo-ba3-br100","Sudarshan Chakravarthy","· 48 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Small Menu
Medium Price Range
Large Queues (waiting time) …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMQ7kTpi_z4KC7Eu7V5Y70kk8FcTHn2wVVsoZuIq82awSaY=w36-h36-p-rp-mo-br100","Vishnu Bharath","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","7 months ago","It was totally a overrated one , not up to the mark , most of the people who work here are north Indian , food just taste normal ,you can taste one time , it just like a normal mess","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRW-HpZzfUlFJtBnBMG4Ut2fCQ_YSWYMF6ZKn8KWe3h4Pg=w36-h36-p-rp-mo-ba5-br100","Senthamizh Selvan","· 209 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","This place offers a good vegan dinner but crowded and place is also very small","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSwq5TYJDB1tAjVPdRZdnOUV5BuNr_IL5aF5YsJpZ7s1eEC=w36-h36-p-rp-mo-br100","Nagesh Ranga","30 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 months ago","Traditional & authentic tiffins with best quality and best service.
Staff receving is really homely.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSoB0gwj-aA_cS0khnFMUAh-sYIwMnEt6kSQGBbtaPkZD0=w36-h36-p-rp-mo-ba3-br100","Suresh Shekar","· 40 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","A small mess in Mylapore. Operates between 7 am to 10 am. Delicious Idlis gatti chutney, idli podi with ghee, melting Pongal, authentic filter coffee, sambar ( smell does not go off even after washing). Had to wait 15 min to get in.Ooh! Made my day😊 …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMS3WPEdf5Fzz8os1UJhhJKQzXxOHnXTR8TaKwNL2AW3vA=w36-h36-p-rp-mo-br100","raji saba","4 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","8 months ago","Best cheap and tasty hotel in Mylapore","More","Dine in…"
"https://lh3.googleusercontent.com/a-/AD_cMMTRjmxCnPMUFCylCaK9bSfRGLLbphdpNqiUCAsJzHjzhObo=w36-h36-p-rp-mo-ba4-br100","rishab kumar","· 34 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","I would one of my fav place for breakfast in Chennai

Limited menu but one can taste the best Pongal, Vada and Coffee over here. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTaLo9mK12HkhZ4_1CDATAJarAd5r0KcrxHlo_O0H4g1g=w36-h36-p-rp-mo-ba3-br100","Iswarya Ramani","· 14 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","5 months ago","Taste was okay. Bit pricy for that quality and quantity. Hyped.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRWFMIjN-lGiwHq1gK71kMHcHUHMQkgUb6aFZb-l9ThnWg=w36-h36-p-rp-mo-ba7-br100","MURALI KUMAR","· 921 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Tuck Into A Full South Indian Breakfast At This Old Madras Gem..","",""
"https://lh3.googleusercontent.com/a-/AD_cMMTNvEcMgdfQPs7qsDJXUgjXO0uL1Ee7IYswAz89fOYFf-U=w36-h36-p-rp-mo-ba4-br100","Suriya prakash","· 10 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 months ago","Limited menu. Great food.","More","Dine in…"
"https://lh3.googleusercontent.com/a/AAcHTtfPGgdGD4DMjN6bfB8Qvm6lnpiERBwhs_3pW-CwnWyg=w36-h36-p-rp-mo-ba4-br100","ch sunil chaitanya","· 135 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Good taste, if not exceptional. Downside is it's very limited and small seating space. Which means you would invariably have to wait to be seated. Takeaway is a better option","",""
"https://lh3.googleusercontent.com/a-/AD_cMMROKHYgKRldUKXVtv5IiiiWolJH8XWfxmB7N1Z6VIKuUaaw=w36-h36-p-rp-mo-ba3-br100","alvin stephen john","· 72 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","I have been visiting this place for the second time . Every chennai visit i make sure I eat from here. The food here is just exceptional , the quality and quantity is perfect . I dont know what other people say , this place is a must try. I …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTFVRH4XrES1B4h_BobNZCgJ3LjWAUUl7cqe_Wo1AKR5wY=w36-h36-p-rp-mo-br100","Raghavan P","15 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Had been wanting to go there for long time.
Ambience - very small place. Only ventilation was the fan. They have wash basin for washing before eating. Food served on plantain leaf. The service was very …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSQKVF2XKHnjDiP1sVxaML8trPvY3AWb330U-OZoMpokA=w36-h36-p-rp-mo-ba4-br100","Elavarasan S (Ela)","· 159 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Very good taste, their seating is limited so you need to book in advance or parcel also available.
Limited dishes but authentic taste, try once. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMT0zR4u1gys8ArRAN_EAfXTO_8qSVOpcb7pQFh_3EQ0ag=w36-h36-p-rp-mo-ba4-br100","Sudheer Rayanapati","· 116 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 months ago","Taste wise very good. Very difficult to find seating.","More","Dine in…"
"https://lh3.googleusercontent.com/a-/AD_cMMQDeZGXkBQi7cl3ufhp-nSeTwOXzNKcIgrj7kNYnOeyxX4=w36-h36-p-rp-mo-ba3-br100","Sathya Vignesh","· 45 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 days ago","This place is EPIC!!","More","Dine in…"
"https://lh3.googleusercontent.com/a/AAcHTtcNAe5m21lp45gfhJ-mGhtKVkvJYLxMGGasr53GXBrd=w36-h36-p-rp-mo-ba3-br100","Sarla Umesh","· 47 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","A very good place to eat traditional tamil food like pongal, vada, sambar, uttapam but however sometimes the idli are a bit hard but nice. The chutneys are best. While eating inside that place we get two chutneys one is a little spicy but …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRCcOrQVgrJl0Pxlb7ONfDRwF_RU9Eu5gLz2joQsOntWJA=w36-h36-p-rp-mo-ba2-br100","shreeram ramamoorthy swaminathan","· 12 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Best place in Mylapore for breakfasts. It will usually be crowded on weekends. So please plan to  reserve your seats half an hour earlier if you plan to done in.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSHE9M4UgcPdbQB1ba8qxaHW1c73eCl-PLJpdQdwgv8Xnw=w36-h36-p-rp-mo-ba3-br100","Kesaveram M P","· 24 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","8 months ago","They had a great reputation in Mylapore, still do. I loved to visit this place for their vadai, coffee, idly and podi. In recent visits , i was disappointed with their decline in quality.","",""
"https://lh3.googleusercontent.com/a/AAcHTteOnCZPdsgdmhJa8NERPLhJnEkbb0ZamO2cX_siz291=w36-h36-p-rp-mo-ba2-br100","U-V","· 19 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Rayar mess - Been there on 12th Dec'21 - Have given 2 star only for the kind & polite customer service. Though the crowd was heavy for a small shop, staffs were able to manage well. But frustration & disappointment were the end results with …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtdp10ixWb0mDVp-52IWM4W7shEAgti3Q4DGfrBv1iWl=w36-h36-p-rp-mo-br100","Salahuddin Ismail","41 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","One of the oldest, tasty mess in Chennai. I like pongal, coffee, coconut chatni.
Customer service is one of the best quality, they treat us like a relative,
Foods are traditional taste,","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMQ9PTThvvOI8UwTi5lvGW0Zt7bnSlr6ANgDnivdoKOAWg=w36-h36-p-rp-mo-ba3-br100","badmi srinath","· 50 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","7 months ago","Authentic Karnataka cuisine breakfast......idli Vada and thick chutney are best here..... nevertheless a coffee will make your day.....","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMS0ZILTYcTZeEfmwRIG_QCcGtjsIDtnMfPfRAQqUWwQrFSF=w36-h36-p-rp-mo-ba3-br100","Trivikram Rajendraprabhu","· 52 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Very Average tiffin in the evenings. Plain Bonda was ok, dosa was average, chutneys are not good as it has loads of kadala paruppu and less coconut and spices. Only menu I liked was spicy green chutney green it’s Bonda tasted ok","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRIRZksK9ZsigGPP4X2X2bGr_aLyDGVZl0roUuLeROeQ_0=w36-h36-p-rp-mo-ba3-br100","NON NOMEN","· 55 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Pongal is Good. Idly and Vada was Ok. Idly Podi is Good. Coffee was a watery one. Watery Sambhar was a Huge Let down. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMQpxfiIYmTN9rRb_d-iqvBtCMhGhKqxdScfMIYnu_2A0zg=w36-h36-p-rp-mo-br100","arun kumar","7 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Jump in for amazing break fast.. Don't try to find place for car parking rather go walk after parking vehicle in main road. By the time you walk and reach rayars mess with a small walk ur tummy will be ready for break fasssst. Overall yummy Tiffin one must try and value for money..!!","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTUG_GC_lFS0k5haszu9qyv-8rbTTWhH_StRRpvHyAYxVGI=w36-h36-p-rp-mo-ba4-br100","nandha kumar","· 50 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 months ago","Always unbelievable consistent taste. Minimal menu. Maximum joy.","More",""
"https://lh3.googleusercontent.com/a/AAcHTtdkunlPXkRKF6z31Z5eY9VHb5p_TQmmnO-T_dT7CBbW=w36-h36-p-rp-mo-ba3-br100","Raja B","· 23 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Good hospitality, good food and economical for all common people.

Ordered adai but side dish aviyal not served, instead pudhina chutney, coconut …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtc5A6YenWv_wKHWpD6xm3kK3LSmnhiTplaiwJvMY2h0=w36-h36-p-rp-mo-ba4-br100","Swami Nathan","· 40 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 months ago","Very nice place for South Indian food.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSZoDS7B2MhxnYDrCBcECEhrzGiGO1XACHo-Ip2l66xMAJm=w36-h36-p-rp-mo-ba7-br100","Kalyan Sundar","· 609 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","ஆங்கிலத்தில் எழுதுவதற்கு மன்னிக்கவும்.

Finally we reached the famous Rayar's mess. …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtcll-LHEDquCxbi_baS5UTz0WJPvdIGf4LaMPcnxh4=w36-h36-p-rp-mo-br100","balaguruswamy pandian","50 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","It's a very very small place with the more rush. We had tiffin there the Medu Vadai is very super the price also rupees 10 only. And other things are normal. The price is very very nominal finally it's a good one","",""
"https://lh3.googleusercontent.com/a/AAcHTtf6WLq3YEykgEA_Ewxr_wzAMnNF7z4m6EnTNHKzZH-m=w36-h36-p-rp-mo-ba4-br100","ARUNKUMAR MAHADEVAN","· 40 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","I think it is time that this grand old place, with it's wonderful history upgraded themselves - with some maintenance to start with 🤨🤨😕 ! …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtdiYcZ6Wa2WamTyXChHWGa-oogJUeksMrYkvZo8gAt5=w36-h36-p-rp-mo-ba4-br100","Balaji A","· 29 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Food quality was vey good here and you need wait for at least half an hour on weekends because the ambiance is to small and it has only 4 tables available. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTRc_ABvtt1eJOG48sSKc6qKYRbakEtXcJovHfHZcQrmm_l=w36-h36-p-rp-mo-ba4-br100","Tale'd Verse","· 97 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","The food was good. I especially liked the vada and the chutney, one of the chutney was so spicy it was amazing. Also the cost is very reasonbale, the only thing is we have to wait as the place is really small and can't occupy more than 14 to 16 members.","",""
